Norwegian,English
"umuliggjøre, gjøre arbeidsufør",incapicitate
umulighet,impossibility
under,"below, beneath, under"
"under, ned",below
under-,lower
underarm,forearm
underbukse,panties underpants
underbukser,knickers
"underbukser, nikkers",knickers
underforstått,implicit
"underforstått, stilltiende",implicit
underfundig,devious
undergang,doom
"undergang, dømme",doom
undergrunn,"underground, subway"
"undergrunn, undergrunnsbane",underground
undergrunnsbane,"subway, underground"
"undergrunnsbane, undergrunn",subway
underholde,entertain
underholdning,entertainment
underhuds-,hypodermic
underkjeve,jowl
underkjole,undergarment
underlig,quaint
underordnet,inferior
"underordnet, lavere, mindreverdig, dårligere",inferior
underrette,inform
"underrette, meddele",inform
underskjørt,petticoat
underskrift,signature
underskudd,deficit
underslag,embezzlement
underslå,embezzle
understreke,emphasize
undersøke,"investigate, examine"
"undersøke, eksaminere",examine
"undersøke, etterforske",investigate
undersøkelse,"examination, inquiry, enquiry"
"undersøkelse, eksamen, eksaminasjon",examination
"undersøkelse, forespørsel",inquiry
undertrykke,quell
undervise,instruct
"undervise, instruere",instruct
undervisning,"instruction, education"
undervisningsplan,curriculum
undervisningstime,lesson
"undervisningstime, lekse, lærepenge",lesson
ung,young
"ung, liten",young
ungdom,"youth, juvenile"
"ungdom, ungdoms-",juvenile
ungdoms-,juvenile
ungdomsforbryter,juvenile delinquent
unge,kid
"unge, geitekilling, erte",kid
ungjente,lass
ungkar,bachelor
universitetslektor,lecturer
"universitetslektor, foreleser",lecturer
unnarenn,landingslope
unngå,"avoid, evade, escape"
"unngå, rømning, unnslippe, flukt",escape
unnlate,forbear
unnskyld,excuse me
unnskylde,"excuse, extenuate"
"unnskylde, mildne",extenuate
unnskyldelig,excusable
unnskyldende,apologetic
unnskyldning,excuse
"unnskyldning, frita, unnskylde",excuse
unnslippe,escape
unnta,except
unntagelse,exception
"unntagelse, innsigelse",exception
unnvike,elude
unnvikende,elusive evasive
unnværlig,dispensable
untatt,except
unåde,disgrace
"unåde, vanære",disgrace
unøyaktig,inaccurate
unøyaktighet,inaccuracy
uopphørlig,incessant
uoppløselig,"indissoluble, insoluble"
"uoppløselig, uløselig",indissoluble insoluble
uoppmerksom,inattentive
uoppmerksomhet,inattention
uopprettelig,irreparable irretrievable
uoppriktig,insincere
"uoppriktig, uekte",insincere
uorden,disorder
uordentlig,disorderly
uoverensstemmelse,"discrepancy, disagreement, incongruity"
"uoverensstemmelse, uenighet",disagreement
uoverkommelig,insuperable
uoverstemmende,incongruous
uoverstigelig,"insurmountable, insuperable"
"uoverstigelig, uoverkommelig",insuperable
uovervinnelig,invincible
upassende,"improper, inappropriate"
upersonlig,impersonal
"upersonlig, upersonlig",impersonal
ur,clock
uregelmessig,irregular
uregelmessighet,irregularity
uren,impure
urett,"mistaken wrong, erroneous"
"urett, feilaktig",erroneous
urettferdig,"inequitable, iniquitous"
urettferdighet,injustice
uriktig,incorrect
urimelig,"exorbitant, incongruous"
"urimelig, ublu",exorbitant
"urimelig, uoverstemmende",incongruous
urimelighet,extravagance
urinnbyggere,aborigines
uro,"anxiety, disturbance"
urokkelig,immovable
urolig,jumpy
urskive,dial
urt,herb
urte-,herbal
urteaktig,herbaceous
usammenhengende,"disjointed, incoherent, disconnected"
usammenlignbar,incomparable
usannsynlig,"far-fetched, improbable"
"usannsynlig, søkt",far-fetched
usannsynlighet,improbability
usedvanlig,"exceptional, extraordinary"
"usedvanlig, merkelig",extraordinary
usikker,"insecure, faltering"
uskadelig,harmless
uskadeliggjøre,defuse
uskikket,"incapable, incompetent"
"uskikket, inhabil",incompetent
uskyld,innocence
"uskyld, uskyldighet",innocence
uskyldig,innocent
uskyldighet,innocence
ussel,ignoble
ustabil,instable
ustabilitet,instability
ustadig,fickle
usymmetrisk,lopsided
usynlig,invisible
usårbar,invulnerable
ut fra,from
utakknemlighet,ingratitude
utallig,innumerable
utarbeide,elaborate
utarbeidelse,elaboration
utarte,degenerate
utarting,degeneration
utbre,expand
"utbre, utvide",expand
utbredelse,"incidence, expansion"
"utbredelse, utvidelse",expansion
utbrudd,"eruption, gush"
utbryte,exclaim
utbytte,yield
utdanne,educate
utdannelse,education
"utdannelse, undervisning",education
utdeling,"dispensation, distribution"
"utdeling, fordeling",distribution
utdrag,"abridgement, excerpt, extract"
"utdrag, forkortelse",abridgement
utdypning,elaboration
"utdypning, utarbeidelse",elaboration
utdødd,extinct
"utdødd, sloknet",extinct
utelukke,exclude
utelukkelse,exclusion
utelukkende,excusively
utemmelig,indomitable
uten,except
uten særpreg,featureless
"uten, unnta, untatt",except
utenfor,"out, abroad, outside"
"utenfor, utenlands",abroad
utenlands,abroad
utenriks,external
utfall,lunge
utflukt,"excursion, sightseeing trip, outing, trip"
"utflukt, utflukt",excursion
utfordre,defy
utfordring,challenge
utforske,explore
utforsker,explorer
utforskning,exploration
utføre,"do, execute"
utførelse,execution
utførende,executive
utførlig,full
utførsel,export
utførselsvarer,exports
utført,done
"utført, gjort, ferdig",done
utgang,"exit, way out"
utgave,edition
"utgave, opplag",edition
utgi,issue
utgifter,expenditure
utgiver,editor
utgravning,excavation
utgytelse,effusion
utgå,emanate
utholdenhet,endurance
utilbøyelig,"disinclined, indisposed"
"utilbøyelig, utilpass",indisposed
utilgjengelig,inaccessible
utilpass,indisposed
utilpasshet,indisposition
"utilpasshet, uvilje",indisposition
utilstrekkelig,"inadequate, deficient, insufficient"
utjevne,equalize
utkant,fringe
utkast,draft
utkastelse,eviction
utlede,"deduce, derive"
"utlede, slutte",deduce
utlevere,extradite
utlevering,extradition
utligger,jib
utlån,loan
utlåner,lender
utløp,expiration
"utløp, utånding",expiration
"utløpe, slutt",end
"utløpe, utløpe, utånde",expire
utmagret,emaciated
utmatte,exhaust
"utmatte, eksos",exhaust
utmattelse,exhaustion
"utmattelse, rovdrift",exhaustion
utmerke,distinguish
utmerke seg,excel
"utmerke, skjelne",distinguish
utmerkelse,distinction
"utmerkelse, forskjell",distinction
utmerket,"excellent, fine"
utnevne,appoint
"utnevne, fastsette",appoint
utnytte,exploit
"utnytte, bedrift, dåd",exploit
utnyttelse,exploitation
utpantning,distraint
utpressing,extortion
utrettelig,indefatigable
utringet,lownecked
utrolig,incredible
utrop,exclamation
utroskap,infidelity
utruste,equip
utrustning,equipment
"utrustning, utstyr",equipment
utrydde,"eradicate, exterminate, extinguish"
"utrydde, slokke",extinguish
"utrydde, tilintetgjøre",exterminate
utryddelse,extermination
utrøstelig,"disconsolate, inconsolable"
utseende,look
utsending,"envoy, delegate"
utsette,"adjourn, expose, delay"
utsette for fare,imperil
utsette seg for,incur
utsettelse,delay
utsetting,exposure
utside,exterior
utsikt,"sight, view"
utskipe,disembark
utskrapning,curettage
utskrivning,discharge
utskytning,launch
"utskytning, sjøsette, stabelavløpning, lansering",launch
utslettelse,extinction
"utslettelse, slokking",extinction
utsondre,excrete
utspekulert,cunning
utspørring,interrogation
"utspørring, forhør",interrogation
utstede,issue
utstedelse,issue
utstille,exhibit
"utstille, utstillingsgjenstand",exhibit
utstilling,"display, exposition, exhibition"
"utstilling, oppvisning",display
utstillingsgjenstand,exhibit
utstrakt,"extensive, large"
"utstrakt, stor",large
"utstrakt, vid, omfattende",extensive
utstrekning,"extent, extension"
utstråling,emission
utstyr,"equipment, gear, fittings, kit"
"utstyr, tilbehør, armatur",fittings
"utsvevende, tøylesløs",licentious
utsøkt,exquisite
uttale,accent
uttrekking,extraction
uttrykk,expression
uttrykkelig,"explicit, expressly"
"uttrykkelig, tydelig",explicit
uttrykksfull,expressive
uttrykksløs,inexpressive
uttynning,depletion
"uttynning, tømming",depletion
uttært,haggard
"uttært, mager",haggard
uttømmende,exhaustive
utuktig,lewd
utvandre,emigrate
utvandrer,emigrant
utvandring,emigration
utvei,expedient
utveksle,interchange
"utveksle, utveksling",interchange
utveksling,"exchange, interchange"
"utveksling, bytte, valutaveksling",exchange
utvendig,"external, exterior"
"utvendig, ytre, utside",exterior
utvidbar,expansive
utvide,"expand, extend"
"utvide, forlenge",extend
utvidelse,"extension, expansion"
utvikle,develop
utvikling,"development, generation"
"utvikling, fremkalling",development
"utvikling, generasjon, slektsledd",generation
utvilsom,indubitable
utvinnbar,extractable
utvinning,extraction
"utvinning, avstamning, uttrekking",extraction
utvise,expel
"utvise, fordrive",expel
utvisning,expulsion
utvungen,free
utydelig,indistinct
utålelig,"insufferable, untolerable, intolerable"
"utålelig, ulidelig",insufferable
"utålelig, uutholdelig",intolerable
utålmodig,impatient
utålmodighet,impatience
utånde,expire
utånding,expiration
utøvelse,exercise
utøvende,executive
uunngåelig,inevitable
uunnværlig,indispensable
uutholdelig,"insupportable, intolerable, excruciating"
"uutholdelig, ulidelig",excruciating
uutryddelig,ineradicable
uutsigelig,inexpressible
"uutsigelig, ubeskrivelig",inexpressible
uutslettelig,indelible
uvanlig,freakish
uvesentlig,immaterial
uvilje,"indisposition, grudge"
"uvilje, nag, misunne",grudge
uvilkårlig,instinctive
uvillig,"averse, loath"
uvirksom,"inactive, idle"
uvirksomhet,inaction
uvitende,ignorant
uvitenhet,ignorance
uvurderlig,inestimable invaluable
uærbødig,"disrespectful, irreverent"
uærlig,"dishonest, foul"
uærlighet,dishonesty
vade over,ford
"vade over, vadested",ford
vadested,ford
vadmel,frieze
vag,intangible
"vag, uhåndgripelig",intangible
vakant,vacant
"vakant, ledig",vacant
vakker,"beautiful, fine"
"vakker, skjønn, pen",beautiful
vaklende,faltering
"vaklende, nølende, usikker",faltering
vaksinasjon,vaccine
vaksinere,inoculate
"vaksinere, innpode",inoculate
vakt,guard
vaktel,quail
"vaktel, bli redd",quail
vaktmester,janitor
valg,election
valgbar,eligible
valgbarhet,eligibility
valgkrets,constituency
vallak,gelding
valuta,currency
valutaveksling,exchange
vandrerhjem,youth hostel
vane,habit
vanhellige,desecrate
vaniljesaus,custard
vanlig,common
vanligvis,generally
vann,"water, lotion"
"vann, fuktighetskrem",lotion
vanndrivende,diuretic
vanne,irrigate
vanning,irrigation
vannrett,level
"vannrett, strøken, nivå, plan, jevn, flate",level
vannvidd,insanity
"vannvidd, sinnssykdom",insanity
vanry,discredit
"vanry, avvise",discredit
vansire,disfigure
vanskapt,deformed
"vanskapt, misdannet",deformed
vanskelig,"difficult, inconvenient, hard"
vanskelighet,"difficulty, hitch, trouble"
vansmekte,languish
vantro,"disbelief, infidelity, infidel, incredulous"
"vantro, tvilende",incredulous
"vantro, utroskap",infidelity
vanvidd,frenzy
vanære,"dishonour, disgrace"
"vanære, skam",dishonour
vanærende,"dishonourable, ignominious"
"vanærende, forsmedelig",ignominious
varde,cairn
vare,"last, item"
"vare, siste, forrige",last
varehus,warehouse
"varehus, samvirkelag",warehouse
varer,goods
variere,fluctuate
varig,"durable, lasting"
"varig, holdbar",durable
varighet,duration
varm,"hot, warm"
varme,fire
varme opp,heat
"varme, sparke, ild, brann, fyre av, bål, lidenskap",fire
varmeapparat,heater
varsle,forebode
varsom,cautious
vask,laundry
"vask, vaskeri",laundry
vaske,wash
vaskehjelp,charwoman
vaskemiddel,detergent
vaskeri,"launderette, laundry"
vatteppe,quilt
vattert,quilted
ved,"timber, wood, at"
vedde,"bet, wager"
vedheng,appendix
"vedheng, blindtarm",appendix
vedlegg,enclosure
"vedlegg, innhengning",enclosure
vedlegge,enclose
vegg,wall
vei,"road, way, route"
vei med forkjørsrett,major road
veikryss,crossroads
veiledning,guidance
veiskille,fork
veivaksel,crankshaft
veiviser,signpost
vekke,"arouse, awaken, wake"
vekke opp,wake up
"vekke, våkne",wake
veksel,draft
"veksel, utkast",draft
vekselspill,interplay
"vekselspill, samspill",interplay
vekselvirkning,interaction
veksle,change
vekslingskurs,exchangerate
vekst,"increase, growth"
"vekst, forhøye, øke, tilta, økning",increase
"vekst, svulst",growth
vekt,weight
vektstang,lever
velbehag,"ease, gusto"
veldedighet,charity
"veldedighet, nestekjærlighet",charity
veldig,"huge, jolly"
velge,"elect, pick"
velger,constituent elector
velgjerning,benefaction
velkjent,familiar
velling,gruel
vellukt,fragrance
"vellukt, duft",fragrance
velluktende,fragrant
"velluktende, duftende",fragrant
vellyst,lust
"vellyst, lyst, begjær",lust
vellystig,lascivious lustful
velsigne,bless
velvilje,"benevolence, goodwill, favour"
"velvilje, begunstige, tjeneste",favour
"velvilje, kundekrets",goodwill
velvillig,benevolent
vemmelig,"horrid, abhorrent"
vemmelse,"abhorrence, loathing"
venerisk,venerical
venn,friend
"venn, venninne, venn",friend
venninne,friend
vennlig,"genial, friendly, kind"
"vennlig, mild",genial
"vennlig, snill",kind
vennskap,friendship
vennskapelig,friendly
"vennskapelig, vennlig",friendly
venstre,"left, on, the left"
vente,"await, wait"
venterom,waiting-room
ventil,"tube, valve"
ventilator,"electric fan, ventilator"
verden,"world, earth"
"verden, jord",earth
"verden, verden",world
verdensdel,continent
"verdensdel, kontinent",continent
verdensrike,empire
verdi,value worth
verdiforringelse,depreciation
verdighet,dignity
verdsette,"appreciate, evaluate"
"verdsette, vurdere",evaluate
verdsettelse,evaluation
verke,ache
verktøy,"implement, instrument"
verne om,cherish
verneplikt,conscript
vers,lyrics
vert,"landlord, host"
"vert, skare",host
vertinne,hostess landlady
vertshus,inn
verve,enlist
"verve, slutte seg til",enlist
vesentlig,essential
veske,"sack, bag"
vest,"vest, waistcoat, west"
"vest, vest",west
vestibyle,"lounge, lobby"
"vestibyle, slentre, dovne seg, salong",lounge
vevning,fabric
"vevning, struktur, stoff",fabric
vevstol,loom
vibrere,"quiver, quaver"
vibrering,flutter
vid,"loose, vast, wide, extensive, spacious"
videobånd,videotape
videregående skole,grammarschool highschool
videresende,forward
vidsynt,broad-minded
"vidsynt, tolerant",broad-minded
vidunder,prodigy
vie,devote
vifte,fan
"vifte, beundrer, kornrenser, rense",fan
viftereim,fanbelt
vigsle,consecrate
"vigsle, innvie",consecrate
vik,"bay, inlet"
"vik, bukt",bay
vikariere,deputize
vike tilbake,flinch
vikle inn i,entangle
vikle ut,disentangle
viktig,important
viktighet,importance
vilkårlig,indiscriminate
"vilkårlig, kritikkløs",indiscriminate
vill,"ferocious, frantic"
"vill, panisk",frantic
villede,delude
"villede, narre",delude
villedende,deceptive
villfarelse,"aberration, illusion"
"villfarelse, avvik",aberration
"villfarelse, illusjon",illusion
villkårlig,arbitrary
villsvin,boar
vin,wine
vind,wind
vindstille,calm
"vindstille, rolig",calm
vindstøt,"flurry, gust"
"vindstøt, kave",flurry
vindu,window
"vindu, luke",window
vinge,wing
vingemutter,wingnut
vink,"lead, hint"
vinke,beckon
vinkelformet,angular
vinne,"earn, gain, win"
"vinne, oppnå",win
vinning,gain
vinter,winter
vinterdvale,hibernation
virkelig,"actual, factual"
"virkelig, faktisk",actual
"virkelig, faktisk, saklig",factual
virkning,effect
"virkning, effekt",effect
virkningsløs,"ineffective, inoperative"
virksom,effective
virksomhet,agency
virvar,jumble
virvel,eddy
"virvel, evje",eddy
vise seg,appear
"vise seg, opptre",appear
viser,"index, indicator"
visergutt,errandboy
visitt,visit
"visitt, besøke",visit
viskelær,eraser
"viskelær, raderkniv",eraser
visle,hiss
vislelyd,hiss
"vislelyd, visle",hiss
visne,fade
visp,whisk
viss,certain
visse,indicate
"visse, markere, indikere",indicate
vite,know
vitebegjærlig,inquisitive
vitenskap,science
vitne,depose
vitneutsagn,evidence
vits,gag
vogn,"carriage, wagon, railway, coach"
"vogn, vogn",carriage
vognpark,fleet
vokabular,vocabulary
vokse,grow
voksen,"adult, grown-up"
voksested,habitat
"voksested, tilholdssted",habitat
vokte,guard
volde sorg,grieve
"volde sorg, sørge",grieve
voldsom,"impetuous, fierce, intense"
"voldsom, intens",intense
voll,embankment
vom,gut
vrangforestilling,delusion
"vrangforestilling, illusjon",delusion
vred,indignant
vrist,instep
vrøvl,gibberish
vugge,cradle
vuggesang,lullaby
vulgær,foul
"vulgær, uærlig, skitten, stygg",foul
vurdere,"appraise, evaluate"
vurdering,"appraisal, estimation, evaluation, estimate"
"vurdering, overslag, beregne, taksere",estimate
"vurdering, verdsettelse",evaluation
vågal,daring
"vågal, dristig",daring
våge,"dare, hazard"
våkne,wake
våkne opp,wake up
"våkne opp, vekke opp",wake up
vår,"spring, springtime"
våt,wet
væer,weather
vær så god,please
være,be
være forskjellig,differ
være i utbrudd,erupt
